tasks_assigned,tasks_completed,overdue_tasks,quality_score,teamwork_score,attendance_rate,feedback_text,skill_match_score,avg_rating,availability_score,project_similarity,final_rating
19,15,1,3.6,4.3,0.91,Very committed and reliable,0.94,4.0,0.68,0.77,4.02
18,5,11,3.6,3.3,0.61,Late submission and weak teamwork,0.43,4.4,0.69,0.49,2.98
6,1,5,3.1,3.0,0.96,Late submission and weak teamwork,1.0,2.5,0.86,0.49,2.45
14,11,2,4.5,5.0,0.73,Very committed and reliable,0.7,3.1,0.42,0.86,4.06
9,5,1,4.3,2.9,0.94,Very committed and reliable,0.92,3.5,0.64,0.55,3.44
14,3,5,2.1,4.1,0.68,Outstanding contribution,0.71,2.9,0.33,0.42,2.48
19,1,2,2.7,4.5,0.69,Outstanding contribution,0.54,4.8,0.45,0.66,2.82
18,8,0,3.2,3.4,0.89,Very committed and reliable,0.81,4.0,0.83,0.93,3.23
15,8,4,2.2,3.0,0.64,Good but not consistent,0.63,3.3,0.98,0.53,2.82
12,12,0,3.5,4.7,0.73,Outstanding contribution,0.49,4.1,0.83,0.82,4.33
14,12,1,4.3,4.8,0.94,Good but not consistent,0.54,4.8,0.85,0.52,4.54
12,4,8,2.3,3.0,0.64,Outstanding contribution,0.97,3.4,0.42,0.52,2.56
18,9,2,4.3,3.9,0.77,Outstanding contribution,0.7,3.3,0.7,0.43,3.44
10,9,0,2.4,2.7,0.73,Excellent performance and teamwork,0.43,2.7,0.84,0.95,3.28
10,5,5,3.7,3.1,0.96,Good but not consistent,0.93,4.4,0.91,0.76,3.47
15,7,1,3.6,2.5,0.75,Good but not consistent,0.67,4.1,0.33,0.86,3.11
16,16,0,3.5,2.7,0.8,Late submission and weak teamwork,0.91,4.1,0.94,0.88,3.96
15,1,6,3.2,4.5,0.65,Outstanding contribution,0.72,2.7,0.92,0.46,2.5
15,6,7,3.2,4.0,0.82,Very committed and reliable,0.95,4.2,0.9,0.58,3.29
6,6,0,4.4,3.9,0.74,Late submission and weak teamwork,0.95,3.6,0.71,0.65,4.25
5,5,0,3.3,2.7,1.0,Good but not consistent,0.79,3.7,0.42,0.5,3.94
17,15,2,2.7,3.0,0.68,Late submission and weak teamwork,0.64,3.1,0.32,0.88,3.42
5,3,1,2.4,3.4,0.74,Needs improvement in deadlines,0.68,4.3,0.84,0.43,3.29
14,4,9,5.0,5.0,0.97,Needs improvement in deadlines,0.94,3.8,0.45,0.57,3.67
12,3,9,4.2,4.1,0.87,Very committed and reliable,0.88,3.7,0.65,0.55,3.21
8,5,1,4.4,2.9,0.78,Good but not consistent,0.95,3.2,0.65,0.94,3.43
14,2,0,4.5,2.6,0.67,Good but not consistent,0.95,3.2,0.97,0.89,2.61
16,6,4,3.3,3.1,0.64,Good but not consistent,0.58,2.5,0.91,0.71,2.66
18,7,4,2.7,4.7,0.63,Very committed and reliable,0.74,4.6,0.96,0.64,3.3
6,4,2,3.3,4.7,0.63,Good but not consistent,0.63,5.0,0.44,0.57,3.92
12,6,5,4.8,2.1,0.62,Excellent performance and teamwork,0.84,3.2,0.88,0.96,3.08
20,17,3,4.3,4.6,0.72,Good but not consistent,0.41,4.8,0.7,0.41,4.38
10,9,1,4.1,2.6,0.64,Good but not consistent,0.94,3.3,0.99,0.88,3.67
6,3,2,4.7,4.4,0.69,Very committed and reliable,0.42,2.9,0.73,0.92,3.5
15,2,1,4.6,4.0,0.69,Good but not consistent,0.66,4.5,0.68,0.94,3.16
9,5,3,4.8,2.9,0.75,Excellent performance and teamwork,0.96,3.4,0.48,0.48,3.43
9,3,5,3.6,2.8,0.62,Very committed and reliable,0.6,3.7,0.87,0.48,2.83
8,3,3,2.5,2.5,0.7,Needs improvement in deadlines,0.77,4.8,0.76,0.99,2.87
19,2,8,3.6,2.3,0.88,Good but not consistent,0.82,3.9,0.37,0.9,2.56
14,14,0,3.9,4.1,0.93,Late submission and weak teamwork,0.85,3.3,0.48,0.89,4.23
15,12,3,3.4,3.2,0.88,Excellent performance and teamwork,0.44,4.3,0.85,0.41,3.82
16,0,1,4.4,4.8,0.7,Excellent performance and teamwork,0.64,4.3,0.4,0.41,3.05
9,1,8,3.7,3.8,0.83,Good but not consistent,0.51,4.7,0.49,0.48,3.02
8,0,5,3.1,3.0,0.91,Outstanding contribution,0.49,3.3,0.44,0.69,2.34
8,7,0,3.8,3.6,0.74,Outstanding contribution,0.85,4.5,0.63,0.6,4.06
14,13,0,2.3,3.9,0.79,Excellent performance and teamwork,0.88,3.6,0.54,0.44,3.75
6,2,2,3.3,4.0,0.81,Excellent performance and teamwork,0.78,3.0,0.52,0.98,2.97
13,7,4,3.0,2.7,0.63,Good but not consistent,0.8,3.6,0.95,0.55,2.98
10,1,0,2.7,3.5,0.91,Good but not consistent,0.72,2.8,0.39,0.97,2.41
18,5,3,4.4,4.9,0.71,Very committed and reliable,0.73,4.5,0.86,0.61,3.53
18,8,10,2.6,2.1,0.9,Very committed and reliable,0.59,3.9,0.45,0.6,2.84
20,15,5,2.7,5.0,0.78,Late submission and weak teamwork,0.49,3.4,0.44,0.44,3.74
6,3,0,2.7,4.3,0.81,Needs improvement in deadlines,0.85,3.4,0.67,0.52,3.24
17,10,1,4.0,3.9,0.6,Very committed and reliable,0.45,4.5,0.31,0.65,3.66
9,9,0,2.0,3.4,0.8,Needs improvement in deadlines,0.43,4.4,0.36,0.79,3.86
16,0,2,3.5,4.5,0.82,Very committed and reliable,0.63,4.0,0.85,0.76,2.81
15,1,11,3.7,4.9,0.81,Good but not consistent,0.52,4.5,0.65,0.63,3.13
8,0,2,2.1,3.4,0.95,Excellent performance and teamwork,0.65,4.7,0.92,0.48,2.52
15,3,7,4.4,2.5,0.77,Very committed and reliable,0.99,3.5,0.68,0.5,2.77
7,2,2,4.1,4.1,0.85,Very committed and reliable,0.95,3.9,0.65,0.5,3.27
6,2,1,3.3,4.9,0.6,Good but not consistent,0.84,4.0,0.59,0.97,3.24
18,17,0,3.7,3.7,0.61,Good but not consistent,0.68,2.7,0.93,0.49,3.74
5,3,0,4.5,4.2,0.67,Late submission and weak teamwork,0.61,2.9,0.49,0.69,3.55
5,5,0,4.8,4.0,0.95,Very committed and reliable,0.75,4.3,0.74,0.95,4.59
8,7,1,4.4,3.1,0.95,Good but not consistent,0.82,4.9,0.66,0.42,4.27
6,2,1,3.2,3.3,0.66,Needs improvement in deadlines,0.51,3.6,0.95,0.63,2.85
14,11,3,2.8,3.3,0.93,Good but not consistent,0.58,3.8,0.71,0.54,3.62
18,0,18,2.7,4.3,0.67,Good but not consistent,0.99,4.2,0.73,0.71,2.58
20,13,3,2.4,3.2,0.98,Good but not consistent,0.76,4.5,0.82,0.8,3.48
18,4,2,3.9,3.3,0.97,Late submission and weak teamwork,0.6,4.8,0.55,0.4,3.22
19,6,3,4.7,2.6,0.71,Outstanding contribution,0.88,2.6,0.85,0.78,2.81
16,8,8,4.6,3.5,0.96,Excellent performance and teamwork,0.69,3.0,0.3,0.82,3.45
5,4,1,3.3,4.5,0.96,Late submission and weak teamwork,0.87,3.1,0.73,0.42,3.86
14,0,7,2.1,2.4,0.87,Outstanding contribution,0.5,4.8,0.81,0.94,2.29
5,0,0,2.9,3.6,0.93,Excellent performance and teamwork,0.43,3.5,0.41,0.91,2.47
19,10,4,2.6,3.8,0.78,Outstanding contribution,0.46,2.8,0.59,0.59,3.02
17,9,5,2.8,2.6,0.8,Outstanding contribution,0.84,4.1,0.36,0.82,3.09
16,4,9,2.9,3.7,0.9,Good but not consistent,0.6,4.3,0.32,0.56,3.0
15,8,6,3.3,2.9,0.82,Late submission and weak teamwork,0.93,3.6,0.83,0.9,3.17
19,0,3,4.2,2.3,0.65,Good but not consistent,0.68,4.6,0.97,0.81,2.54
6,5,1,2.6,4.2,0.75,Very committed and reliable,0.82,4.9,0.56,0.52,3.97
17,13,1,4.7,2.0,0.78,Very committed and reliable,0.9,2.5,0.39,0.68,3.38
9,7,0,4.8,2.1,0.72,Very committed and reliable,0.87,2.6,0.31,0.46,3.43
14,14,0,3.1,4.2,0.84,Outstanding contribution,0.82,3.5,0.38,0.64,4.08
20,6,0,4.4,2.9,0.86,Outstanding contribution,0.42,2.8,0.31,0.55,2.9
15,4,9,2.1,4.9,0.97,Needs improvement in deadlines,0.58,3.4,0.65,0.71,2.97
20,16,3,3.9,2.4,0.94,Good but not consistent,0.42,4.0,0.72,0.53,3.73
14,10,3,3.1,2.1,0.76,Outstanding contribution,0.74,3.8,0.53,0.69,3.25
12,0,2,4.4,4.3,0.7,Late submission and weak teamwork,0.81,2.7,0.48,0.96,2.63
9,6,2,3.1,2.1,0.99,Excellent performance and teamwork,0.45,2.7,0.75,1.0,3.08
14,10,3,3.1,4.5,0.64,Excellent performance and teamwork,0.58,2.5,0.5,0.52,3.41
16,4,7,4.7,3.2,0.78,Needs improvement in deadlines,0.96,4.1,0.65,0.7,3.17
8,0,2,2.2,3.2,0.78,Needs improvement in deadlines,0.6,3.5,0.7,0.87,2.17
15,3,6,3.2,2.4,0.99,Very committed and reliable,0.43,3.9,0.43,0.86,2.7
17,5,5,2.7,4.7,0.65,Very committed and reliable,0.63,5.0,0.7,0.68,3.25
19,8,4,3.7,3.9,0.91,Needs improvement in deadlines,0.74,2.9,0.62,0.81,3.19
20,19,1,4.7,3.8,0.61,Very committed and reliable,0.61,4.4,0.38,0.69,4.31
11,11,0,4.3,4.2,0.61,Late submission and weak teamwork,0.76,4.5,0.46,0.84,4.41
18,6,0,2.3,2.5,1.0,Good but not consistent,0.61,3.1,0.51,0.95,2.58
11,6,5,4.0,4.5,0.89,Outstanding contribution,0.81,4.7,0.66,0.93,3.9
20,14,6,2.1,4.5,0.86,Needs improvement in deadlines,0.68,2.7,0.34,0.9,3.34
20,2,0,4.4,2.4,0.98,Good but not consistent,0.52,2.9,0.84,0.46,2.58
16,4,1,3.5,4.8,0.68,Excellent performance and teamwork,0.88,4.4,0.4,0.83,3.25
8,6,2,4.4,4.6,1.0,Good but not consistent,0.56,3.9,0.96,0.82,4.21
13,2,1,3.0,2.1,0.98,Very committed and reliable,0.64,3.4,0.44,0.77,2.42
14,7,0,2.7,3.6,0.64,Needs improvement in deadlines,0.74,3.8,0.66,0.62,3.09
10,6,2,4.7,2.6,0.89,Needs improvement in deadlines,0.43,3.1,0.73,0.64,3.42
14,7,4,3.7,4.9,0.81,Outstanding contribution,0.87,2.8,0.55,0.75,3.44
15,5,9,3.4,3.6,0.76,Excellent performance and teamwork,0.56,3.0,0.35,0.72,2.88
9,1,8,2.1,3.8,0.8,Outstanding contribution,0.54,4.8,0.33,0.8,2.71
14,6,7,2.9,2.9,0.97,Late submission and weak teamwork,0.7,4.3,0.54,0.98,3.15
8,0,6,2.3,4.0,0.62,Outstanding contribution,0.54,3.7,0.53,0.71,2.31
7,3,3,4.1,3.7,0.62,Good but not consistent,0.6,4.4,0.99,0.7,3.39
6,3,3,3.9,2.8,0.7,Outstanding contribution,0.84,4.7,0.47,0.9,3.38
17,9,2,2.9,3.4,0.96,Very committed and reliable,0.85,2.9,0.51,0.56,3.11
8,3,5,4.6,4.7,0.93,Needs improvement in deadlines,0.54,2.7,0.52,0.92,3.43
19,17,2,2.5,4.2,0.67,Outstanding contribution,0.69,3.0,0.44,0.68,3.62
10,8,0,3.4,2.3,0.76,Outstanding contribution,0.55,4.9,0.97,0.62,3.7
14,12,2,2.2,3.3,0.82,Late submission and weak teamwork,0.93,4.2,0.64,0.6,3.64
14,9,3,4.2,3.0,0.66,Very committed and reliable,0.51,2.8,0.57,1.0,3.29
16,2,7,3.5,4.9,0.67,Very committed and reliable,0.67,3.9,0.46,0.84,2.98
13,8,0,2.1,2.9,0.67,Late submission and weak teamwork,0.47,4.8,0.8,0.71,3.22
16,11,4,3.7,2.7,0.89,Good but not consistent,0.61,5.0,0.78,0.99,3.76
14,10,0,3.6,3.0,0.74,Late submission and weak teamwork,0.7,4.9,0.43,0.54,3.74
14,10,2,3.9,2.1,0.68,Needs improvement in deadlines,0.49,2.5,0.44,0.75,3.11
6,4,1,3.4,4.0,0.89,Good but not consistent,0.81,3.4,1.0,0.99,3.6
10,5,1,3.2,4.1,0.95,Needs improvement in deadlines,0.49,3.5,0.84,0.58,3.39
6,5,1,3.1,4.7,0.69,Good but not consistent,0.53,2.7,0.63,0.93,3.7
8,2,0,2.1,2.1,0.64,Very committed and reliable,0.54,4.2,0.32,0.46,2.38
5,5,0,2.1,2.8,0.8,Needs improvement in deadlines,0.9,4.9,0.69,0.67,3.86
10,4,0,3.4,3.9,0.88,Very committed and reliable,0.44,2.8,0.71,0.89,3.06
6,2,1,3.1,3.4,0.79,Good but not consistent,0.75,3.7,0.7,0.89,2.94
5,0,3,4.4,4.8,0.66,Good but not consistent,0.43,4.7,0.37,0.61,3.11
13,10,3,2.7,2.1,0.8,Excellent performance and teamwork,0.87,4.6,0.94,0.74,3.43
5,5,0,4.5,3.1,0.72,Late submission and weak teamwork,0.42,3.0,0.68,0.47,3.98
15,4,4,3.5,3.6,0.74,Good but not consistent,0.59,4.8,0.67,0.81,3.15
19,5,7,4.3,4.3,0.99,Outstanding contribution,0.63,3.2,0.6,0.72,3.25
10,6,3,4.3,5.0,0.76,Outstanding contribution,0.76,3.5,0.89,0.64,3.84
11,0,11,3.7,4.7,0.82,Very committed and reliable,0.84,3.1,0.6,0.87,2.71
7,6,0,2.9,2.1,0.92,Excellent performance and teamwork,0.62,3.6,0.46,0.98,3.47
17,11,1,3.7,3.2,0.9,Outstanding contribution,0.92,4.3,0.57,0.91,3.66
19,6,12,4.5,2.9,0.72,Good but not consistent,0.66,4.9,0.61,0.52,3.29
5,4,1,4.9,4.8,0.62,Very committed and reliable,0.5,4.0,0.4,0.94,4.25
5,4,1,4.7,2.9,0.9,Outstanding contribution,0.99,2.8,0.7,0.6,3.73
11,0,11,2.1,4.8,0.95,Good but not consistent,0.93,3.5,0.34,0.97,2.56
14,14,0,4.7,3.0,0.92,Outstanding contribution,0.56,4.6,0.7,0.92,4.42
19,11,7,3.9,4.6,0.88,Outstanding contribution,0.51,3.2,0.3,0.77,3.65
10,2,4,4.9,3.1,0.7,Late submission and weak teamwork,0.97,3.1,0.87,0.44,2.87
15,6,8,3.5,3.6,0.9,Outstanding contribution,0.51,4.4,0.95,0.57,3.35
9,8,0,4.8,4.6,0.89,Late submission and weak teamwork,0.46,2.5,0.54,0.98,4.16
20,1,7,3.7,4.1,0.86,Late submission and weak teamwork,0.4,2.9,0.86,0.59,2.65
16,6,7,3.8,2.1,0.75,Good but not consistent,0.69,4.4,0.34,0.46,3.0
5,3,1,3.7,2.2,0.7,Outstanding contribution,0.57,4.5,0.45,0.61,3.33
17,4,4,2.8,3.9,0.87,Good but not consistent,0.84,4.2,0.58,0.68,2.97
11,10,0,4.0,2.7,0.69,Very committed and reliable,0.59,3.0,0.84,0.88,3.65
10,1,8,3.3,3.8,0.91,Good but not consistent,0.95,4.5,0.65,0.8,2.93
15,9,2,4.3,3.6,0.83,Good but not consistent,0.49,4.5,0.45,0.47,3.79
16,2,2,3.0,4.6,0.79,Excellent performance and teamwork,0.97,3.4,0.32,0.64,2.78
20,3,8,2.3,3.0,0.73,Very committed and reliable,0.51,4.4,0.45,0.98,2.53
20,19,1,2.2,2.5,0.81,Good but not consistent,0.57,3.6,0.51,0.55,3.49
15,6,2,3.1,3.1,0.61,Excellent performance and teamwork,0.52,4.1,0.36,0.85,2.97
20,19,0,3.7,2.7,0.94,Late submission and weak teamwork,0.63,3.1,0.62,0.47,3.79
6,5,0,3.3,3.1,0.65,Good but not consistent,0.51,4.9,0.71,0.41,3.84
10,9,0,3.3,2.5,0.98,Outstanding contribution,0.92,2.9,0.43,0.88,3.58
11,5,1,3.3,2.4,0.86,Excellent performance and teamwork,0.83,4.6,0.63,0.91,3.17
8,6,2,4.1,2.5,0.73,Late submission and weak teamwork,0.93,3.5,0.32,0.66,3.51
15,4,1,4.2,4.6,0.83,Very committed and reliable,0.43,3.0,0.49,0.58,3.18
7,2,1,3.9,3.5,0.78,Outstanding contribution,0.56,4.2,0.36,0.56,3.14
15,1,10,2.8,3.7,0.77,Good but not consistent,0.48,4.3,0.69,0.47,2.65
14,13,0,4.7,3.2,0.78,Good but not consistent,1.0,3.8,0.56,0.67,4.12
20,11,4,2.6,3.7,0.84,Needs improvement in deadlines,0.96,4.3,0.63,0.76,3.37
19,13,0,2.9,4.1,0.86,Needs improvement in deadlines,0.8,3.9,0.95,0.88,3.64
17,13,3,3.3,4.8,0.62,Very committed and reliable,0.67,4.2,0.84,0.68,3.92
6,4,2,3.6,4.1,0.83,Excellent performance and teamwork,0.62,4.7,0.57,0.48,3.9
17,17,0,4.8,3.6,0.66,Needs improvement in deadlines,0.66,3.8,0.51,0.62,4.27
15,15,0,3.5,2.2,0.71,Very committed and reliable,0.66,4.4,0.84,0.76,3.88
6,5,1,4.6,4.8,0.84,Very committed and reliable,0.51,4.7,0.72,0.53,4.49
12,4,7,2.4,2.1,0.7,Late submission and weak teamwork,0.8,3.0,0.73,0.69,2.35
10,2,4,2.2,3.3,0.77,Good but not consistent,0.94,4.7,0.89,0.76,2.73
5,5,0,3.3,3.6,0.64,Outstanding contribution,0.5,4.5,0.64,0.91,4.1
16,16,0,3.9,2.4,0.6,Needs improvement in deadlines,0.67,4.9,0.59,0.93,4.04
14,8,1,4.4,4.4,0.62,Outstanding contribution,0.62,4.5,0.71,0.54,3.83
16,1,13,4.2,3.5,0.91,Good but not consistent,0.66,2.7,0.71,0.74,2.63
7,2,4,3.3,2.7,0.99,Needs improvement in deadlines,0.41,4.9,0.72,0.52,3.1
19,1,3,4.9,3.4,0.81,Needs improvement in deadlines,0.42,4.5,0.48,0.82,3.04
16,11,5,2.4,4.4,0.81,Very committed and reliable,0.93,4.1,0.54,0.51,3.62
7,3,1,3.3,3.6,0.71,Very committed and reliable,0.99,3.3,0.87,0.45,3.04
12,9,3,4.4,3.5,0.6,Needs improvement in deadlines,0.91,4.1,0.79,0.78,3.82
18,16,0,3.6,2.9,0.62,Excellent performance and teamwork,0.92,4.0,0.95,0.71,3.74
11,8,0,4.3,3.4,0.63,Good but not consistent,0.66,4.8,0.68,0.76,3.91
17,14,1,2.7,3.2,0.6,Excellent performance and teamwork,0.92,4.1,0.66,0.78,3.54
12,4,2,4.4,4.6,0.88,Outstanding contribution,0.57,4.1,0.78,0.53,3.56
17,10,5,2.5,4.9,0.83,Needs improvement in deadlines,0.88,3.3,0.33,0.96,3.44
9,5,1,4.9,2.5,0.62,Good but not consistent,0.95,3.9,0.67,1.0,3.4
7,2,4,3.4,2.7,0.86,Needs improvement in deadlines,0.51,3.4,0.3,0.52,2.76
5,1,4,2.1,4.7,0.77,Excellent performance and teamwork,0.58,3.2,0.74,0.61,2.69
16,11,2,2.4,2.6,0.99,Late submission and weak teamwork,0.49,3.8,0.69,0.76,3.29
9,8,0,3.8,3.3,0.6,Excellent performance and teamwork,0.71,2.5,0.43,0.54,3.55
9,1,0,3.4,2.8,0.97,Needs improvement in deadlines,0.96,3.7,0.78,0.47,2.63
16,0,6,2.7,3.0,0.88,Excellent performance and teamwork,0.41,4.0,0.4,0.99,2.38
9,2,6,2.1,4.7,0.79,Very committed and reliable,0.63,4.1,0.87,0.97,2.91
5,3,0,5.0,3.1,0.6,Needs improvement in deadlines,0.82,2.9,0.4,0.87,3.4
5,4,0,3.9,4.5,0.84,Excellent performance and teamwork,0.42,2.7,0.69,0.72,3.84
16,10,5,2.5,4.0,0.77,Good but not consistent,0.57,3.5,0.85,0.98,3.32
8,6,0,2.2,3.2,0.77,Very committed and reliable,0.77,4.9,0.54,0.99,3.57
18,4,1,2.2,5.0,0.92,Outstanding contribution,0.49,3.8,0.78,0.5,2.99
12,5,7,4.6,4.8,0.85,Outstanding contribution,0.52,3.4,0.52,0.74,3.61
20,1,13,2.4,2.3,0.74,Very committed and reliable,0.88,4.5,0.72,0.65,2.28
5,5,0,2.4,3.3,0.74,Excellent performance and teamwork,0.76,3.6,0.82,0.66,3.73
8,3,3,2.0,2.7,0.8,Excellent performance and teamwork,0.83,3.6,0.38,0.47,2.62
11,2,3,4.4,3.0,0.79,Very committed and reliable,0.52,4.4,0.4,0.77,3.03
18,6,6,3.1,3.7,0.84,Outstanding contribution,0.48,3.2,0.57,0.79,2.92
17,10,7,4.8,4.7,0.96,Very committed and reliable,0.94,4.3,0.37,0.52,4.12
8,6,0,4.7,3.3,0.72,Needs improvement in deadlines,0.43,3.7,0.61,0.88,3.83
12,4,3,2.0,3.2,0.9,Late submission and weak teamwork,0.52,4.9,0.95,0.89,2.97
10,3,1,4.5,4.5,0.61,Good but not consistent,0.66,3.2,0.58,0.97,3.2
10,4,1,2.4,2.8,0.87,Needs improvement in deadlines,0.87,3.5,0.73,0.64,2.78
10,10,0,2.8,3.6,0.68,Needs improvement in deadlines,0.96,3.4,0.42,0.89,3.8
13,8,5,2.7,3.0,0.74,Good but not consistent,0.44,3.3,0.71,0.68,3.09
17,2,8,4.6,4.8,0.68,Needs improvement in deadlines,0.66,3.3,0.31,0.61,3.06
18,16,2,4.9,3.7,0.91,Excellent performance and teamwork,0.99,3.3,0.85,0.69,4.17
9,5,0,3.3,4.0,0.69,Late submission and weak teamwork,0.7,2.6,0.77,0.51,3.16
9,1,3,3.3,2.7,0.86,Good but not consistent,0.75,4.8,0.85,0.84,2.76
8,7,0,3.6,4.2,0.65,Good but not consistent,0.52,3.9,0.8,0.63,3.98
11,7,2,4.2,3.4,0.62,Good but not consistent,0.43,4.8,0.72,0.73,3.74
13,4,6,4.2,3.5,0.8,Good but not consistent,0.56,4.4,0.78,0.58,3.28
9,5,0,3.8,4.1,0.98,Very committed and reliable,0.57,3.7,0.62,0.46,3.64
9,8,0,3.7,2.6,0.9,Very committed and reliable,0.76,4.4,0.57,0.59,3.92
16,9,1,3.1,2.1,0.94,Late submission and weak teamwork,0.76,2.9,0.88,0.81,2.93
16,7,8,2.6,3.1,0.85,Late submission and weak teamwork,0.81,3.3,0.33,0.82,2.88
18,16,2,2.4,4.7,0.67,Good but not consistent,0.61,3.4,0.72,0.65,3.77
14,9,5,3.8,2.2,0.93,Excellent performance and teamwork,0.53,2.7,0.42,0.59,3.17
14,0,3,4.6,3.7,0.76,Needs improvement in deadlines,0.55,2.7,0.98,0.6,2.58
7,7,0,4.7,4.3,0.81,Very committed and reliable,0.55,4.9,0.32,0.47,4.69
19,9,6,3.4,3.3,0.92,Good but not consistent,0.9,3.6,0.85,0.86,3.23
9,9,0,3.8,2.7,0.83,Late submission and weak teamwork,0.42,4.4,0.67,0.71,4.09
11,3,6,2.6,4.6,0.65,Excellent performance and teamwork,0.93,3.3,0.77,0.87,2.83
15,8,5,3.2,3.4,0.72,Very committed and reliable,0.65,4.7,0.8,0.83,3.42
13,11,0,3.7,5.0,0.68,Good but not consistent,0.42,2.8,0.31,0.5,3.91
10,9,1,2.9,2.3,0.67,Needs improvement in deadlines,0.61,4.6,0.93,0.96,3.65
13,10,1,2.1,4.2,0.73,Late submission and weak teamwork,0.71,4.6,0.31,0.7,3.7
12,11,1,2.3,2.7,0.8,Needs improvement in deadlines,0.73,3.2,0.35,0.63,3.42
15,15,0,4.3,4.9,0.78,Outstanding contribution,0.93,2.9,0.57,0.58,4.31
5,4,1,4.8,3.6,0.96,Excellent performance and teamwork,0.74,3.2,0.39,0.69,4.0
9,6,3,3.6,2.8,0.91,Good but not consistent,0.92,2.8,0.95,0.92,3.29
14,2,10,3.6,4.8,0.77,Good but not consistent,0.45,3.7,0.33,0.8,3.02
9,4,0,3.3,4.2,0.87,Good but not consistent,0.98,4.5,0.81,0.7,3.5
14,11,1,2.6,3.7,0.7,Very committed and reliable,0.68,2.8,0.39,0.64,3.35
15,5,9,4.1,4.8,0.73,Outstanding contribution,0.79,3.1,0.95,0.42,3.26
12,2,10,4.9,4.5,0.63,Outstanding contribution,0.46,4.0,0.39,0.66,3.25
6,5,1,3.2,2.7,0.66,Outstanding contribution,0.43,3.9,0.3,0.88,3.54
15,7,7,2.6,2.6,0.79,Late submission and weak teamwork,0.7,4.0,0.36,0.61,2.94
13,2,8,3.4,2.2,0.97,Late submission and weak teamwork,0.96,2.7,0.45,0.63,2.38
10,8,1,3.0,4.4,0.8,Very committed and reliable,0.47,2.7,0.69,0.52,3.62
18,15,1,4.5,4.5,0.66,Good but not consistent,0.44,2.5,0.75,0.41,3.88
19,14,2,4.2,3.9,0.71,Good but not consistent,0.57,3.6,0.52,0.85,3.8
6,5,1,5.0,4.1,0.77,Late submission and weak teamwork,0.43,3.9,0.9,0.63,4.24
7,3,4,4.8,4.1,0.82,Excellent performance and teamwork,0.92,4.0,0.36,0.98,3.63
17,4,11,4.3,4.7,0.62,Needs improvement in deadlines,0.99,4.0,0.43,0.5,3.26
15,12,2,3.0,3.9,0.96,Late submission and weak teamwork,0.49,3.1,0.78,0.54,3.68
20,10,7,3.4,4.4,0.98,Very committed and reliable,0.48,4.6,0.87,0.95,3.72
7,7,0,3.4,2.3,0.75,Very committed and reliable,0.69,4.6,0.91,0.79,3.94
19,17,0,4.7,3.9,0.86,Good but not consistent,0.46,2.9,0.65,0.93,4.07
11,7,4,4.1,3.6,0.94,Good but not consistent,0.96,4.4,0.63,0.87,3.84
6,5,0,2.1,2.5,0.69,Good but not consistent,0.7,3.5,0.95,0.58,3.21
7,1,5,4.9,3.8,0.98,Outstanding contribution,0.65,3.1,0.77,0.5,3.06
12,10,1,3.5,2.2,0.73,Very committed and reliable,0.47,4.0,0.64,0.82,3.55
7,7,0,2.5,3.5,0.62,Needs improvement in deadlines,0.42,4.8,0.45,0.87,3.97
12,9,2,4.5,4.0,0.78,Very committed and reliable,0.78,4.0,0.84,0.77,4.02
17,11,3,2.8,2.5,0.73,Excellent performance and teamwork,0.78,4.1,0.62,0.64,3.22
12,11,0,3.5,2.1,0.75,Needs improvement in deadlines,0.49,4.7,0.7,0.95,3.81
6,5,0,4.7,3.5,0.7,Outstanding contribution,0.91,3.0,0.77,0.58,3.84
7,6,1,2.6,3.7,0.93,Late submission and weak teamwork,0.44,4.7,0.73,0.83,3.95
9,9,0,2.5,3.3,0.74,Needs improvement in deadlines,0.64,2.6,0.4,0.58,3.55
17,8,5,4.6,2.7,0.8,Excellent performance and teamwork,0.72,4.4,0.88,0.88,3.45
19,1,16,2.1,2.8,0.65,Very committed and reliable,0.89,3.5,0.59,0.51,2.08
12,3,7,3.6,4.9,0.63,Excellent performance and teamwork,0.47,3.6,0.52,0.49,3.11
8,6,0,3.1,2.4,0.89,Good but not consistent,0.85,3.4,0.77,0.59,3.35
20,16,4,3.3,4.0,0.74,Excellent performance and teamwork,0.96,3.9,0.75,0.4,3.81
19,1,3,3.0,4.5,0.82,Needs improvement in deadlines,0.64,3.8,0.58,0.54,2.75
7,3,2,3.0,3.9,0.6,Outstanding contribution,0.55,3.9,0.45,0.41,3.1
6,0,3,2.4,4.5,0.92,Late submission and weak teamwork,0.74,4.8,0.49,0.51,2.8
6,3,3,4.1,4.1,0.76,Good but not consistent,0.81,4.2,0.97,0.51,3.61
19,14,2,2.3,2.6,0.93,Excellent performance and teamwork,0.74,4.2,0.38,0.6,3.39
9,7,0,3.0,2.8,0.97,Good but not consistent,0.79,4.5,0.41,0.75,3.71
9,6,2,4.0,4.4,0.95,Good but not consistent,0.83,4.6,0.97,0.75,4.07
8,2,1,3.1,2.3,0.62,Excellent performance and teamwork,0.87,2.8,0.41,0.9,2.33
13,6,0,3.9,3.0,0.7,Excellent performance and teamwork,0.42,4.4,0.31,0.82,3.3
5,2,3,4.2,4.7,0.82,Very committed and reliable,0.73,4.5,0.81,0.71,3.69
12,9,1,4.3,2.3,0.94,Late submission and weak teamwork,0.42,2.6,0.77,0.52,3.44
